nKids,energyChildrenThreshold,speed,pfSize,cause,t,age
1.0686122400295068,4.889105128606475,4.701195662026793,5.569697570985312,breed,0,1
0.7580354773256462,2.413339819647363,1.5190645793142112,5.392483256479402,breed,0,1
2.159309132829678,1.8903098913668943,5.0749019758937415,9.70318244960745,breed,0,1
1.4667358700598925,0.5733860842584084,5.098770930216235,8.131855066762135,breed,0,1
1.6760019609638375,3.793796512953617,3.856373400671277,8.950845177926523,breed,0,1
1.1249030748857791,4.060417542786646,1.2749710184087617,4.441286904563092,breed,0,1
2.984722757287137,5.028123702558202,4.184994679749024,5.153819686994302,breed,0,1
1.6952826236191831,4.615623800773375,5.050311978519015,6.977455500121616,breed,0,1
10.211638380815147,0.8248312734561543,5.1292985799259645,6.041376162861254,natural,0,0
0.6411184151692066,1.4601286156537583,2.7815310321855717,8.492297201056997,breed,0,1
0.6083725497215056,5.427041609250338,5.833875647193387,5.2418090920596985,breed,0,1
0.6687368622062455,5.471086840457493,3.9784660072074076,9.902441173191214,breed,0,1
1.4054597323289237,4.248170357371022,3.783002953412394,6.2825642098655345,breed,0,1
0.5604911960635196,3.0327318433728445,4.854744983338609,5.536434260693111,breed,0,1
0.5974436978960183,5.5954617081532065,4.8846708731550965,7.644386786566327,breed,0,1
1.8352137053237305,2.7699875988400207,3.952338284537779,8.627898901205516,breed,0,1
0.8100507858131152,6.450039575798999,2.675691085364848,6.641299390149605,breed,0,1
0.4961933722547992,2.99980585370543,2.413563942392849,8.810075632169276,breed,0,1
2.014528485286863,3.798843106119091,2.4484688451996792,9.806105728396586,breed,0,1
1.9014575977804797,2.0828249995309447,3.488793059420899,6.148085202168808,breed,0,1
5.045134799767225,6.454979465188608,2.240381271558961,6.294675795525765,natural,0,0
0.6092438652269576,7.614161054195334,5.026906271558305,5.044492735593994,breed,0,1
0.31408343218609536,5.777864244165903,5.184887973807047,6.169416883942425,breed,0,1
4.051706677141547,4.481343870253679,5.509670313054926,6.6181715443540465,natural,0,0
0.46975599068894847,6.725027709395955,4.425241732943848,5.231993283550192,breed,0,1
0.749155728902171,0.6048281357444161,1.1707158157859545,9.066971393296956,breed,0,1
2.7329094950259263,5.731633009047598,5.338239970723446,7.8455562268576475,breed,0,1
0.4585689464172087,3.7559907149346436,1.7123053357935816,6.869767822058854,breed,0,1
1.4553988222265493,4.904707393508681,1.224472859719349,7.940232395731538,breed,0,1
1.455339633846782,6.794843018323857,5.953235663506438,8.184827695856612,breed,0,1
1.278904865931807,1.1396271902197848,1.7319561007094988,7.9257406697347115,breed,0,1
0.17178151369119488,2.9937736924352496,2.968437302512277,5.935865649117285,breed,0,1
1.7340147369685468,0.6750909365706095,1.3031629636590516,5.7261097340257034,breed,0,1
0.3052779817555714,6.2333990754205395,3.9486996463828548,7.478990547158148,breed,0,1
2.8946122885204266,4.5036193081838825,4.2363053385726035,7.839383377934273,breed,0,1
0.5977408450370849,5.021179016184412,2.061605433800091,7.4753974632336755,breed,0,1
1.4519863390329433,1.2980555485193994,2.266617284662104,9.481572472089866,breed,0,1
0.3624065118532207,6.7116977488170955,2.9930270459901758,8.222283808917007,breed,0,1
0.5817815478463304,2.794869516720073,5.644074786388003,6.335672617481145,breed,0,1
2.8940715100246397,7.214406243192404,5.363813540816111,5.579558837406503,breed,0,1
2.837644604588747,4.5116736143151375,1.7480564158109009,9.779358670184319,breed,0,1
2.671717002761815,5.5308035836960885,2.492291583995632,9.411150803384357,breed,0,1
0.49701482281149756,4.2009931908347875,4.340525351868389,9.092815528138702,breed,0,1
0.8112700153492037,6.510255129685989,4.255428231066123,5.014348749379065,breed,0,1
0.7087798523862975,4.431602657233378,5.689790008259287,8.12758289576388,breed,0,1
2.1530378593872355,6.244362852119233,4.292666895753639,6.885461308428728,breed,0,1
2.4052100754993413,6.035502305620411,5.595064754125641,5.48882239904247,breed,0,1
1.8131846607739646,3.426056929242331,3.0074303759815604,4.922164552800515,breed,0,1
1.817012118631547,3.609474289009195,3.0882630018917885,7.518698920913639,breed,0,1
0.2199893761358973,4.581209318365206,1.9332706346973751,4.114007738601419,breed,0,1
2.1093546418475944,5.655810179764693,2.8105188754378387,6.521101640955267,breed,0,1
0.1816346470415755,7.078667528767099,2.979856882438048,8.272307866423255,breed,0,1
0.729609154559378,3.606617198901051,3.3830010605858716,8.2161908899687,breed,0,1
0.08397150017828714,7.376698185317518,2.950108487299551,5.074140523880837,breed,0,1
0.19856206619049954,4.8635070293957705,1.398363336066598,6.589636455259846,breed,0,1
0.19408762628110876,6.704104606816885,2.8102601897394917,7.96105664349002,breed,0,1
0.9231325331799769,5.536728051609123,3.147857666895512,7.737048053861491,breed,0,1
2.1622892890918144,4.254425631252924,2.1227830801929746,4.148473695244839,breed,0,1
1.894055444600158,6.225110413078976,4.311469471760476,4.31304235409983,breed,0,1
0.06025829239505387,3.581273827954778,1.887061873446327,6.680545005390546,breed,0,1
